id,link,title_name,score,scored_by,ranked,popularity,members,favorited,synonymns,japanese_name,english_name,german_name,french_name,spanish_name,item_type,episodes,status,airing_date,premier_date,broadcast_date,producers,licensors,studios,source,genres,themes,demographic,duration,age_rating,description,background
3550,https://myanimelist.net/anime/3550/Midori_no_Makibao,Midori no Makibao,6.81,1380,5411,11022,2806,14,The Incredible Race Horse,みどりのマキバオー,Green Makibao,,,,TV,61,Finished Airing,"Mar 9, 1996 to Jul 12, 1997",Spring 1996,Saturdays at 06:30 (JST),"[""Fuji TV""]",[],"[""Pierrot""]",Manga,"[""Comedy""]","[""Racing""]",Shounen,24 min. per ep.,G - All Ages,"Midori Makibao is a small white racehorse. Compared to other thoroughbred horses, he looks more like a donkey with wide nostrils; however, with his guts and speed as his weapon, Makibao wins in every big race. In the beginning of his career, Makibao had a trouble making his debut as a racehorse, because of his appearance and various disadvantages he had. But Makibao had reasons to overcome his difficulties; there was a lifelong rival horse called Superhorse Cascade, that Makibao needed to defeat. Plus, he was determined to win back his mother, a horse that had been taken away for pay back the debt on the farm. There are many hardships that Makibao has to overcome, but he thrives in the series of races to become a great racehorse. (Source: pierrot.jp)",
4202,https://myanimelist.net/anime/4202/Mokke_Specials,Mokke Specials,6.81,951,5412,11413,2501,0,Mokke - Toorikaze,もっけ,Mokke Special Episodes,,,,Special,2,Finished Airing,"Jan 25, 2008 to May 23, 2008",,,"[""Kodansha""]",[],"[""Madhouse""]",Manga,"[""Mystery"", ""Slice of Life"", ""Supernatural""]","[""Iyashikei""]",Seinen,23 min. per ep.,PG - Children,Mokke Special Episodes: 1. Toorikaze (Passing Wind) 2. Mitsua Shigaeru,
40460,https://myanimelist.net/anime/40460/Nakanohito_Genome_Jikkyouchuu__Knots_of_Memories,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,6.81,6016,5413,5479,18054,37,"Naka no Hito Genome [Jikkyouchuu] OVA, The Ones Within OVA",ナカノヒトゲノム【実況中】KNOTS OF MEMORIES,,,,,OVA,1,Finished Airing,"Feb 27, 2020",,,[],[],"[""SILVER LINK.""]",Web manga,"[""Adventure"", ""Drama"", ""Mystery""]","[""Video Game""]",,24 min.,PG-13 - Teens 13 or older,An original story included with volume 10 of the Nakanohito Genome [Jikkyouchuu] manga.,
53077,https://myanimelist.net/anime/53077/Nijiyon_Animation,Nijiyon Animation,6.81,5360,5414,6080,13679,43,,にじよんあにめーしょん,Nijiyon Animation,,,,TV,12,Finished Airing,"Jan 6, 2023 to Mar 24, 2023",Winter 2023,Fridays at 21:54 (JST),"[""Bushiroad"", ""Kadokawa"", ""Bandai Namco Filmworks"", ""Bandai Namco Music Live""]",[],"[""Sunrise""]",4-koma manga,"[""Comedy""]","[""CGDCT"", ""Idols (Female)""]",,3 min. per ep.,PG-13 - Teens 13 or older,Short anime based on the 4-koma series illustrating the daily lives of the Nijigasaki High School Idol Club’s members.,
34283,https://myanimelist.net/anime/34283/Nobunaga_no_Shinobi__Nobunaga_to_Minarai_Shinobi,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,6.81,3063,5415,8406,6196,2,Nobunaga no Shinobi Episode 0,信長の忍び 第0話『信長と見習い忍び』,Ninja Girl & Samurai Master: Episode 0,Ninja Girl & Samurai Master Folge 0: Ninja Girl & Samurai Master,Nobunaga no Shinobi Épisode 0: Les ninjas de Nobunaga,Nobunaga no Shinobi Episodio 0: Los Shinobi de Nobunaga,Special,1,Finished Airing,"Mar 25, 2016",,,[],[],"[""TMS Entertainment""]",4-koma manga,"[""Comedy""]","[""Historical""]",,5 min.,PG-13 - Teens 13 or older,"Oda Nobunaga saves a girl from drowning one day. She clumsily tells him that she's a shinobi. Instead of attempting to kill him, she swears to serve him one day after hearing his plans to unify Japan. (Source: Crunchyroll)",
12591,https://myanimelist.net/anime/12591/Ojamajo_Doremi_OVA,Ojamajo Doremi OVA,6.81,670,5416,11500,2435,3,"Ojamajo Doremi: VHS Exclusive, Ojamajo Doremi Traffic Safety, Ojamajo Doremi Bicycle Sagety Classroom, Ojamajo Doremi Let's!! Cooking, Ojamajo Doremi no Koutsuu Anzen, Ojamajo Doremi no Jidensha Anzen Kyoushitsu","おジャ魔女どれみの交通安全, おジャ魔女どれみの自転車安全教室",,,,,OVA,3,Finished Airing,2001 to 2002,,,[],[],"[""Toei Animation""]",Unknown,"[""Comedy""]","[""Educational"", ""Mahou Shoujo""]",,13 min. per ep.,G - All Ages,Traffic Safety: Onpu teaches traffic safety. Bicycle Safety Classroom: Momoko teaches bicycle safety. Let's!! Cooking: Learn how to make special treats! (Source: Royal Patraine),
38089,https://myanimelist.net/anime/38089/Okoshiyasu_Chitose-chan,"Okoshiyasu, Chitose-chan",6.81,1960,5417,7995,6982,16,,おこしやす、ちとせちゃん,"Welcome, Chitose",,,,TV,24,Finished Airing,"Oct 6, 2018 to Mar 23, 2019",Fall 2018,Saturdays at 01:35 (JST),"[""VAP""]",[],"[""Gathering""]",Manga,"[""Slice of Life""]","[""Anthropomorphic""]",Josei,3 min. per ep.,G - All Ages,"Chitose-chan is a penguin who lives in Kyoto. Getting in touch with people and getting fed delicious food as she curiously walks around Kyoto streets is her favourite thing to do. The story features popular places in Kyoto like Kiyomizu Temple, Ginkaku Temple, and Gion from the Penguin's point of view. This is a short story about a penguin that is nostalgic and warm, curing and relieving the heart. (Source: MAL News)",
6324,https://myanimelist.net/anime/6324/Omamori_Himari,Omamori Himari,6.81,123527,5418,1062,249568,776,"Protective Charm Himari, OmaHima",おまもりひまり,Omamori Himari,,,,TV,12,Finished Airing,"Jan 7, 2010 to Mar 25, 2010",Winter 2010,Thursdays at 01:30 (JST),"[""Kadokawa Shoten"", ""Kadokawa Pictures Japan"", ""KlockWorx"", ""NTT Docomo""]","[""Funimation""]","[""Zexcs""]",Manga,"[""Action"", ""Comedy"", ""Romance"", ""Supernatural"", ""Ecchi""]","[""Harem"", ""Mythology"", ""School""]",Shounen,24 min. per ep.,R+ - Mild Nudity,"After the death of his parents, Yuuto Amakawa lives a pretty ordinary life in the city. The only problem he has to worry about while attending school alongside Rinko, his next-door neighbor, is his cat allergies. That all changes on his sixteenth birthday, when an Ayakashi—a supernatural creature—attacks him for the sins of his ancestors. Luckily, he is saved by Himari, a mysterious cat-woman with a sword, who explains that Yuuto is the scion of a family of demon-slayers, and she is there to protect him now that the charm that kept him hidden from the supernatural forces of the world has lost its power. Omamori Himari chronicles Yuuto's dealings with the various forces of the supernatural world, as well as the growing number of women that show up on his doorstep, each with their own dark desires. Will Yuuto be able to adjust to his new ""exciting"" environment? Or will the ghost of his (ancestor's) past catch up with him?","Omamori Himari takes from the first five volumes of its source material with some noticeable deviation in the content and plot, leading to an anime-exclusive finale."
52921,https://myanimelist.net/anime/52921/One_Piece__Densetsu_no_Log_Akagami_no_Shanks,One Piece: Densetsu no Log! Akagami no Shanks!,6.81,3325,5419,7351,8621,1,One Piece Recap,伝説の記録！赤髪のシャンクス！,One Piece: The Captain's Log of the Legend! Red-Haired Shanks!,,,,TV Special,1,Finished Airing,"Aug 28, 2022",,,[],[],"[""Toei Animation""]",Manga,"[""Action"", ""Adventure"", ""Fantasy""]",[],Shounen,24 min.,PG-13 - Teens 13 or older,"As the world anticipates the legendary diva Uta’s show in Elegia, the Red-Hair Pirates are making some disturbing moves. Koby remembers how Shanks ended the Paramount War at Marineford. (Source: Crunchyroll)",
37781,https://myanimelist.net/anime/37781/Overlord__Ple_Ple_Pleiades_3,Overlord: Ple Ple Pleiades 3,6.81,16383,5420,4187,34108,19,,オーバーロード　ぷれぷれぷれあです3,,,,,ONA,13,Finished Airing,"Jul 10, 2018 to Oct 2, 2018",,,[],[],"[""Studio PuYUKAI""]",Light novel,"[""Action"", ""Comedy"", ""Fantasy""]","[""Isekai""]",,1 min. per ep.,PG-13 - Teens 13 or older,Super deformed parody shorts of Overlord III streamed on Kadokawa's official YouTube channel.,
23849,https://myanimelist.net/anime/23849/Pokemon_XY__Sora_no_Hahen,Pokemon XY: Sora no Hahen,6.81,2905,5421,7301,8766,2,"Pocket Monsters XY: Sora no Hahen, Pokémon XY: Fragments of the Heavens",ポケットモンスターXY 宇宙の破片（そらのはへん）,,,,,Movie,1,Finished Airing,"Jul 12, 2014",,,"[""TV Tokyo""]",[],"[""OLM""]",Unknown,"[""Adventure"", ""Fantasy""]",[],Kids,25 min.,PG - Children,"Pocket Monsters XY: Sora no Hahen , is an anime movie tied to Pokémon XY television anime, that screened in two Tokyo planetariums. Like previous Pokémon planetarium anime, this one was projected onto 360-degree panoramic domes. The story follows Satoshi and his friends when they visit the Pokémon Aerospace eXploration Agency (a nod to the real-life Japan Aerospace Exploration Agency). They are thrilled by stories from PAXA's astronauts about the wonders of space and the possibility of Pokémon living in space. Then, just as they hear about the dangers posed by space debris, sirens suddenly ring out. Team Rocket have plotted to seize control of PAXA and have apparently infiltrated the facility. At that critical moment, trouble develops in a control system for artificial satellites. Large pieces of space debris have collided, causing fears of even more debris. (Source: ANN)",
1553,https://myanimelist.net/anime/1553/Queen_Emeraldas,Queen Emeraldas,6.81,3151,5422,7324,8702,15,,クィーン・エメラルダス,,,,,OVA,4,Finished Airing,"Jun 5, 1998 to Dec 18, 1999",,,"[""Bandai Visual"", ""Four Some"", ""Dynamic Planning"", ""Multi Access Company""]","[""ADV Films""]","[""OLM""]",Manga,"[""Action"", ""Adventure"", ""Sci-Fi""]","[""Space""]",Shounen,36 min. per ep.,PG-13 - Teens 13 or older,"In a far distant future, a would-be master race seeks to dominate the galaxy. Against these merciless Afressians, mankind has just one hope: the mysterious female warrior known as Emeraldas. Driven by the tortured memory of her lost love, Emeraldas sails the Sea of Stars like a privateer of old, blasting the forces of tyranny into atoms with an amazing array of futuristic weapons. But when the devious Commander Eldomain kidnaps a group of innocent civilians, Emeraldas is drawn into a deadly trap from which even she may not escape! (Source: ADV Films)",
55762,https://myanimelist.net/anime/55762/Ququ_Bucai_Zaixia_Yeguai_2nd_Season,"Ququ Bucai, Zaixia Yeguai 2nd Season",6.81,993,5423,10079,3721,5,"怎么办! 我穿越成了最弱小野怪, Zenmeban! Wo Chuanyue Cheng Le Zui Ruoxiao Ye Guai, What Do I Do?! I Have Transmigrated Into the Weakest Little Monster",区区不才，在下野怪 第二季,Monster But Wild 2nd Season,,,,ONA,16,Finished Airing,"Jul 2, 2023 to Oct 15, 2023",,,"[""bilibili""]",[],"[""Kung Fu Frog Animation""]",Web manga,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy""]",[],,19 min. per ep.,PG-13 - Teens 13 or older,"The second season of Ququ Bucai, Zaixia Yeguai .",
30376,https://myanimelist.net/anime/30376/Isshuukan_Friends_Tomodachi_to_no_Omoide,Isshuukan Friends. Tomodachi to no Omoide,6.8,2429,5471,7631,7833,6,"One Week Friends Recap, Isshuukan Friends. Recap",一週間フレンズ。～友達との思い出～,,,,,Special,1,Finished Airing,"Oct 15, 2014",,,"[""Pony Canyon""]",[],"[""Brain's Base""]",4-koma manga,"[""Drama""]","[""School""]",Shounen,13 min.,PG-13 - Teens 13 or older,"Recap episode voiced over by Kaori and Saki, who talk about the developments in the show. Included in the 5th volume of the Blu-ray/DVD releases.",
6008,https://myanimelist.net/anime/6008/Jewelpet,Jewelpet,6.8,4563,5472,5974,14324,46,Jewel Pet,ジュエルペット,Jewelpet,,,,TV,52,Finished Airing,"Apr 5, 2009 to Mar 28, 2010",Spring 2009,Sundays at 09:30 (JST),"[""TV Osaka"", ""Sanrio"", ""Imagine""]",[],"[""Studio Comet""]",Original,[],"[""Anthropomorphic"", ""Mahou Shoujo""]",,23 min. per ep.,PG - Children,"When what looks to be a cluster of shooting stars appear in the sky, Rinko Kougyoku and her friend Minami each make a wish. What the girls truly saw were not stars, but 'Jewel Charms' falling to the Earth. These charms were created by three magicians in a magical world names Jewel Land, each housing one of its many native Jewelpets. Although these creatures are free to roam the world in their original form, the magicians sometimes turn them into charms so that they can be carried around with great ease. Most Jewelpets don't find this troublesome, but once a mischievous bunny by the name of Ruby feels overly claustrophobic, she devises her escape. One day, the magicians decide to move the Jewelpets, and task a pelican with delivering them to the Dream Forest. All is well until a strong gust of wind disorients the bird, who then drops all of the charms that he was carrying. Instead of heading towards the Dream Forest, all the Jewelpets but Ruby fall to Rinko's home city on Earth. Someone must go and retrieve them all, and as Ruby was the worst-behaved of the bunch, she is given the task of going to Earth. When Ruby reaches Earth in the form of a red Jewel Charm, she falls into Rinko's water glass, and thus begins a rather unexpected adventure. Rinko, Minami, and Ruby form an alliance to search and gather all of the fallen charms, encountering strange creatures and tons of helpful allies along the way. Will they be able to succesfully bring the Jewelpets home safely, or is Earth full of more danger than they had expected?",
41930,https://myanimelist.net/anime/41930/Kamisama_ni_Natta_Hi,Kamisama ni Natta Hi,6.8,123786,5473,954,277796,1624,,神様になった日,The Day I Became a God,The Day I Became a God,The Day I Became a God,,TV,12,Finished Airing,"Oct 11, 2020 to Dec 27, 2020",Fall 2020,Sundays at 00:00 (JST),"[""Aniplex"", ""Movic"", ""Visual Arts"", ""Tokyo MX"", ""Nagoya Broadcasting Network"", ""ABC Animation""]","[""Funimation""]","[""P.A. Works""]",Original,"[""Drama""]","[""Super Power""]",,24 min. per ep.,PG-13 - Teens 13 or older,"Dressed in a conspicuous outfit and armed with an eccentric spirit, Hina Satou goes around insisting that she is the Asgardian god ""Odin."" When she crosses paths with a boy named Youta Narukami, she uses her precognition abilities to warn him about an impending catastrophe threatening the end of the world. But being a teenager preoccupied with his problems, Youta finds it hard to believe such a preposterous claim. Somehow forced to tag along with her antics, he witnesses the effectiveness of Hina's skills with his own eyes and realizes that she truly is capable of divination. Nevertheless, despite her persistence in being a god, Hina is still a child who desires to see and experience the wonders life has to offer. With the world ending in 30 days, Hina, Youta, and their friends venture forward to create lasting memories they will cherish forever. [Written by MAL Rewrite]",
143,https://myanimelist.net/anime/143/Kannazuki_no_Miko,Kannazuki no Miko,6.8,31536,5474,2733,74946,720,"Kannaduki no Miko, Priestesses of the Godless Month",神無月の巫女,Destiny of the Shrine Maiden,,Destiny of Shrine Maiden,,TV,12,Finished Airing,"Oct 2, 2004 to Dec 18, 2004",Fall 2004,Saturdays at 00:30 (JST),"[""Studio Fantasia"", ""Remic"", ""Front Line"", ""Kodansha"", ""Rondo Robe"", ""Memory-Tech"", ""Toshiba Entertainment"", ""Geneon Entertainment""]","[""Sentai Filmworks"", ""Geneon Entertainment USA""]","[""TNK""]",Manga,"[""Action"", ""Drama"", ""Girls Love"", ""Supernatural""]","[""Mecha""]",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"Kannazuki no Miko begins in the village of Mahoroba, where time passes slowly for both man and nature. Two students from the village's prestigious Ototachibana Academy might as well be night and day. Himeko is shy and unassertive, while Chikane is bold and elegant. Despite this, they love each other, and nothing can come between them, no matter how hard they try. On the two girls' shared birthday, a sinister voice corrupts one of their friends into attacking them, and just when it seemed grimmest, the lunar and solar priestess powers that lay dormant in the two girls awaken, dispelling the evil. That was only the first hurdle, however. The two must now fend off the countless others who would threaten their well-being—even the people closest to them!",
51213,https://myanimelist.net/anime/51213/Kinsou_no_Vermeil__Gakeppuchi_Majutsushi_wa_Saikyou_no_Yakusai_to_Mahou_Sekai_wo_Tsukisusumu,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,6.8,130500,5475,826,319576,2144,,金装のヴェルメイユ ～崖っぷち魔術師は最強の厄災と魔法世界を突き進む～,Vermeil in Gold,,,,TV,12,Finished Airing,"Jul 5, 2022 to Sep 20, 2022",Summer 2022,Tuesdays at 22:30 (JST),"[""Square Enix"", ""Toei Video"", ""Pony Canyon"", ""AT-X"", ""Studio Mausu"", ""Hakuhodo DY Music & Pictures"", ""BS11"", ""APDREAM""]","[""Sentai Filmworks""]","[""Staple Entertainment""]",Manga,"[""Fantasy"", ""Ecchi""]","[""School""]",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"Alto Goldfilled, a diligent student at the Ortigia Academy of Magic, aspires to become a powerful sorcerer. But he is unable to become one as, despite his excellent grades and strong commitment to his studies, he fails his summoning class. With the threat of repeating a year hanging over his head, Alto tries following an old, worn-out grimoire in a desperate attempt to resolve his situation. To his surprise, he succeeds and summons a powerful demon named Vermeil. As a sign of gratitude for releasing her, Vermeil agrees to become Alto's familiar, sealing their relationship with a deep kiss. Little does Alto know what else he is capable of and what Vermeil's past hides. [Written by MAL Rewrite]","Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu was released on Blu-ray on November 9, 2022."
24629,https://myanimelist.net/anime/24629/Koufuku_Graffiti,Koufuku Graffiti,6.8,29707,5476,2585,82342,161,Happy Cooking Graffiti,幸腹グラフィティ,Gourmet Girl Graffiti,Gourmet Girl Graffiti,Gourmet Girl Graffiti,Gourmet Girl Graffiti,TV,12,Finished Airing,"Jan 9, 2015 to Mar 27, 2015",Winter 2015,Fridays at 01:46 (JST),"[""TBS"", ""Movic"", ""flying DOG"", ""Sony Music Communications"", ""Houbunsha"", ""Kadokawa""]","[""Sentai Filmworks""]","[""Shaft""]",4-koma manga,"[""Gourmet"", ""Slice of Life""]","[""CGDCT""]",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"The path to becoming a fine wife begins with being an accomplished cook—at least, that is what Ryou Machiko's late grandmother had led her to believe. For a middle schooler, Ryou's cooking skills are incomparable; but recently, though Ryou's food looks appetizing and smells inviting, the taste has not been delicious. Just when the dejected art student comes to terms with the possibility that she might continue living alone for the rest of her life, her aunt tells her that Kirin Morino—Ryou's second cousin—will begin staying with her every weekend since the younger girl has joined a cram school in Tokyo and aims to attend the same school as Ryou. Surprisingly, with her cousin's arrival, Ryou finds that her cooking has vastly improved—apparently, it is not her prowess in the kitchen, but the sharing of the experience with those closest to her that seems to make the flavors shine. [Written by MAL Rewrite]",
2487,https://myanimelist.net/anime/2487/Kyouryuu_Boukenki_Jura_Tripper,Kyouryuu Boukenki Jura Tripper,6.8,1024,5477,11137,2704,11,"Dino Adventure Jurassic Tripper, Kyoryu Bokenki Jura Tripper",恐竜冒険記ジュラトリッパー,,,,,TV,39,Finished Airing,"Apr 2, 1995 to Dec 24, 1995",Spring 1995,Sundays at 07:30 (JST),[],[],"[""Ashi Productions""]",Other,"[""Adventure"", ""Drama"", ""Fantasy"", ""Sci-Fi""]",[],,25 min. per ep.,G - All Ages,"On a school yachting trip, fifteen children of various ages are mysteriously transported to another world where dinosaurs still roam. While attempting to return home, they encounter talking dinosaurs, revolutionaries, pirates, a princess and primitive scientists. These unlikely allies help them escape from soldiers, bandits, vicious dinosaurs, and fanatical priests. Aggression between the two oldest boys leads to a split in ranks, and a sneaky double cross plot. Unlikely romances bloom in this tense atmosphere, and the group learns that each has strengths that can help them get home, if they work together. Loosely based on the book Deux ans De Vacances , by Jules Verne from 1888. (Source: ANN)",
1398,https://myanimelist.net/anime/1398/Macross_Dynamite_7,Macross Dynamite 7,6.8,6343,5478,5863,15078,18,Macross 7 Dynamite,マクロスダイナマイト7,,,,,OVA,4,Finished Airing,"Dec 18, 1997 to Aug 25, 1998",,,"[""Bandai Visual"", ""Mainichi Broadcasting System"", ""Studio Nue"", ""Big West""]",[],"[""Ashi Productions""]",Original,"[""Action"", ""Adventure"", ""Comedy"", ""Sci-Fi""]","[""Mecha"", ""Music"", ""Space""]",,30 min. per ep.,PG-13 - Teens 13 or older,"Less than a year after the events that transpired in the Macross 7 TV series, Basara leaves Fire Bomber and travels to the planet Zola. There, he meets a girl named Elma, who is a big fan of Fire Bomber. It is also on this planet where he must once again use his Spiritia powers; this time, to stop an army of poachers and Elma's father Graham from killing a group of space whales travelling within the planetary system.",
56449,https://myanimelist.net/anime/56449/Madougushi_Dahliya_wa_Utsumukanai,Madougushi Dahliya wa Utsumukanai,6.8,28664,5479,2735,74794,187,"Dahlia in Bloom, Dahliya in Bloom, Madougushi Dahliya wa Utsumukanai: Kyou kara Jiyuu na Shokunin Life",魔導具師ダリヤはうつむかない,Dahlia in Bloom: Crafting a Fresh Start with Magical Tools,,,,TV,12,Finished Airing,"Jul 6, 2024 to Sep 21, 2024",Summer 2024,Saturdays at 21:00 (JST),"[""Frontier Works"", ""Mainichi Broadcasting System"", ""TBS"", ""AT-X"", ""Good Smile Company"", ""Crunchyroll"", ""Kadokawa"", ""arma bianca"", ""Bandai Namco Music Live""]",[],"[""Typhoon Graphics"", ""Imagica Infos""]",Light novel,"[""Fantasy"", ""Slice of Life""]","[""Isekai"", ""Reincarnation""]",,23 min. per ep.,PG-13 - Teens 13 or older,"Tragically perishing from overwork, a young Japanese woman is reborn as Dahliya Rossetti, daughter of a newly entitled baron. Her father, Carlo, is a beloved magic artificer, a maker of magical tools. Inspired by him, Dahliya uses her memories from her previous life to create practical inventions and become a magic artificer like Carlo. A few years later, the now adult Dahliya has made a name for herself and has gotten engaged to her father's apprentice. However, her life takes a turn for the worse when Carlo suddenly passes away and her fiancé leaves her for another woman not long after. Although having to fend for herself, Dahliya is not quite ready to give up on her dream of becoming a master artificer yet. She may be a single woman but, with the help from old and new allies, she is prepared to overcome any obstacle in her way. [Written by MAL Rewrite]","Madougushi Dahliya wa Utsumukanai was released on Blu-ray in two collected boxes from October 30, 2024, to December 25, 2024."
5091,https://myanimelist.net/anime/5091/Manga_Sarutobi_Sasuke,Manga Sarutobi Sasuke,6.8,1172,5480,11609,2364,11,Sasuke TV,まんが猿飛佐助,Ninja the Wonder Boy,,,,TV,24,Finished Airing,"Oct 9, 1979 to Apr 15, 1980",Fall 1979,Unknown,"[""Knack Productions""]",[],[],Original,"[""Adventure"", ""Comedy"", ""Supernatural""]","[""Historical""]",,20 min. per ep.,PG - Children,"Sasuke is the story of a ninja child that starts right after the battle of Sekigahara where Tokugawa Ieyasu becomes shogun of Japan. Sarutobi Sasuke (Jump Like Monkey Sasuke) was a famous ninja in the employ of Sanada Daisuke who fought for the losing side against Ieyasu. He was believed to have committed suicide when he was trapped in a castle, but the story takes off that he really escaped and that Sarutobi is not a name of a ninja but a whole ninja clan. (from AniDB)",
53033,https://myanimelist.net/anime/53033/Mecha-ude_TV,Mecha-ude (TV),6.8,17571,5481,3232,55109,156,,メカウデ,Mecha-Ude: Mechanical Arms,,,,TV,12,Finished Airing,"Oct 4, 2024 to Dec 20, 2024",Fall 2024,Fridays at 00:30 (JST),"[""Pony Canyon"", ""Kansai Telecasting"", ""BS Asahi""]",[],"[""TriF Studio""]",Original,"[""Action"", ""Sci-Fi""]",[],,23 min. per ep.,PG-13 - Teens 13 or older,"Hikaru Amatsuga's days of tranquility come to a sudden end when he rescues Alma, a mechanical arm crying for help. Alma fuses with his jacket, introducing Hikaru to the world of mechanical arms: mysterious, sentient weapons that normally become a part of their users' bodies. Forced to flee for his life, Hikaru is eventually captured by Aki Murasame, a twin mechanical arms user working for ARMS, an organization that protects the machines against unethical treatment. The Kagami Group, a nefarious organization that treats mechanical arms as mere tools, seeks to recover Alma. Hikaru is deemed a failure by ARMS for his lack of natural predisposition to be an mechanical arm wielder, so Aki is assigned to be his bodyguard. But Aki is defeated by Jun Kagami, who cruelly tears out her two mechanical limbs, condemning the girl to a slow death. Unwilling to abandon Aki to her grim fate, Hikaru miraculously awakens his power and neutralizes Kagami. Now a full member of ARMS, Hikaru is determined to unravel the truth about mechanical arms and protect his newfound friends and allies. [Written by MAL Rewrite]",
2933,https://myanimelist.net/anime/2933/Mirai_Keisatsu_Urashiman,Mirai Keisatsu Urashiman,6.8,1087,5482,10377,3395,5,,未来警察ウラシマン,Future Police Urashiman,,,,TV,50,Finished Airing,"Jan 9, 1983 to Dec 24, 1983",Winter 1983,Unknown,"[""Fuji TV""]","[""Sentai Filmworks"", ""Saban Entertainment""]","[""Tatsunoko Production""]",Manga,"[""Action"", ""Comedy"", ""Sci-Fi""]","[""Detective""]",,23 min. per ep.,PG-13 - Teens 13 or older,"By chance, Ryo has slipped from the 1980s into the future, and is trying to get back. In the interim, he's working for the police force of the future, solving cases by applying his unique and often comical approach. (Source: ANN)",
1469,https://myanimelist.net/anime/1469/Monster_Farm__Enbanseki_no_Himitsu,Monster Farm: Enbanseki no Himitsu,6.8,24592,5483,3500,47786,120,,モンスターファーム,Monster Rancher,Monster Rancher,Monster Rancher,,TV,48,Finished Airing,"Apr 17, 1999 to Mar 25, 2000",Spring 1999,Saturdays at 07:30 (JST),[],"[""ADV Films"", ""Discotek Media""]","[""TMS Entertainment""]",Game,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy""]","[""Isekai""]",,24 min. per ep.,PG-13 - Teens 13 or older,"Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare. Together, they are searching for a way to revive the Phoenix, which is the only monster capable of stopping the evil Moo. (Source: ANN)",
33075,https://myanimelist.net/anime/33075/Musaigen_no_Phantom_World__Mizutama_no_Kiseki,Musaigen no Phantom World: Mizutama no Kiseki,6.8,29165,5484,2982,64233,48,,無彩限のファントム・ワールド 水玉の奇跡,Myriad Colors Phantom World Special,,,,Special,1,Finished Airing,"Oct 5, 2016",,,"[""Lantis"", ""Pony Canyon""]","[""Funimation""]","[""Kyoto Animation""]",Light novel,"[""Action"", ""Comedy"", ""Fantasy"", ""Ecchi""]","[""School"", ""Urban Fantasy""]",,23 min.,PG-13 - Teens 13 or older,A special unaired episode of Musaigen no Phantom World bundled with the series' seventh DVD/BD volume.,
196,https://myanimelist.net/anime/196/Onegai☆Twins,Onegai☆Twins,6.8,51038,5485,2391,93075,189,Onegai☆Twins,おねがい☆ツインズ,Please Twins!,,Please Twins,,TV,12,Finished Airing,"Jul 15, 2003 to Oct 14, 2003",Summer 2003,Tuesdays at Unknown,"[""Bandai Visual"", ""Genco"", ""Lantis""]","[""Nozomi Entertainment"", ""Bandai Entertainment""]","[""Daume""]",Original,"[""Comedy"", ""Drama"", ""Sci-Fi""]","[""Harem"", ""School""]",,23 min. per ep.,PG-13 - Teens 13 or older,"Maiku Kamishiro's past has always been somewhat of a mystery to him. The only clue he has to who his family might be is an old photograph showing two young children, a boy and a girl, playing in a small pool outside of a blue house. In an attempt to find his family, he moves to this blue house and begins working as a programmer. He's living a comfortable life until the day two very different girls show up at his door, both in possession of the same photograph, and both claiming to be his twin. With no way to prove who is a relative and who is a stranger, Maiku allows both girls to move in with him until they know for sure. (Source: ANN)",
29129,https://myanimelist.net/anime/29129/Ookami_Shoujo_to_Kuro_Ouji_Recap,Ookami Shoujo to Kuro Ouji Recap,6.8,6878,5486,5499,17920,28,"Ookami Shoujo to Kuroouji Soushuuhen, Wolf Girl & Black Prince Recap, Wolf Girl and Black Prince Recap",オオカミ少女と黒王子 総集編,,,,,TV Special,1,Finished Airing,"Dec 28, 2014",,,"[""VAP""]",[],"[""TYO Animations""]",Manga,"[""Comedy"", ""Romance""]","[""School""]",Shoujo,23 min.,PG-13 - Teens 13 or older,Recap of Ookami Shoujo to Kuro Ouji TV series.,
